Hours_Studied,CGPA,Extracurricular_Activities,Sleep_Hours,Sample_Question_Papers_Practiced,Performance_Index
4,5.8,No,4,9,38.0
4,6.4,No,8,0,45.0
5,8.9,No,9,7,79.0
2,9.8,No,9,6,78.0
4,4.4,Yes,6,8,24.0
1,9.8,Yes,5,2,72.0
2,7.3,Yes,8,7,52.0
1,7.8,No,5,1,50.0
4,9.8,Yes,9,8,83.0
4,4.9,Yes,4,0,32.0
7,8.6,Yes,9,9,84.0
9,9.6,Yes,8,6,95.0
9,4.6,No,5,9,43.0
5,9.9,Yes,6,0,82.0
1,7.6,Yes,6,5,54.0
1,8.6,No,9,0,59.0
6,9.1,Yes,4,3,78.0
2,9.9,No,7,6,79.0
8,9.1,Yes,8,1,87.0
9,5.4,Yes,9,2,53.0
4,8.1,Yes,6,3,65.0
5,6.3,No,6,5,48.0
8,6.5,Yes,4,8,61.0
3,6.5,Yes,6,3,41.0
5,8.5,No,8,5,75.0
3,6.5,Yes,4,6,44.0
3,9.7,Yes,5,3,79.0
3,4.9,Yes,4,5,29.0
7,5.6,Yes,8,2,44.0
7,9.2,Yes,8,4,85.0
7,5.3,No,5,9,40.0
8,4.1,No,9,3,36.0
5,8.7,No,4,6,72.0
5,5.2,Yes,8,5,36.0
4,6.6,Yes,8,6,51.0
7,4.8,Yes,5,5,38.0
4,4.6,Yes,7,1,28.0
2,8.7,Yes,4,6,59.0
4,4.9,No,8,7,30.0
8,9.5,No,6,6,88.0
9,9.3,No,5,3,87.0
3,4.8,Yes,7,3,27.0
7,6.1,No,7,4,51.0
9,6.2,No,5,8,59.0
4,4.6,No,7,4,23.0
3,8.7,No,8,1,71.0
5,4.8,Yes,7,4,33.0
1,6.6,Yes,4,2,38.0
3,6.3,No,6,9,45.0
8,6.8,No,8,7,67.0
8,5.6,No,5,9,49.0
4,5.9,No,6,9,44.0
2,4.6,No,9,1,22.0
8,8.2,No,8,3,79.0
8,7.9,No,6,4,74.0
4,4.6,No,7,3,26.0
3,6.7,No,9,4,49.0
2,5.8,Yes,5,9,33.0
9,5.9,No,5,3,53.0
1,8.3,Yes,4,2,53.0
7,7.8,Yes,7,0,69.0
5,7.9,No,4,3,65.0
8,4.6,No,4,8,37.0
4,4.5,Yes,7,0,28.0
7,6.4,Yes,8,6,56.0
5,8.0,No,9,2,64.0
5,9.8,Yes,4,7,83.0
9,5.2,No,6,5,50.0
9,7.8,No,9,0,77.0
9,7.9,Yes,8,9,79.0
6,6.1,No,7,4,49.0
6,8.8,Yes,5,7,77.0
5,5.6,No,8,2,40.0
9,8.7,No,4,3,83.0
8,6.1,Yes,6,6,53.0
7,7.3,Yes,9,5,66.0
7,4.7,No,7,6,42.0
6,8.8,No,5,8,76.0
5,8.4,Yes,9,8,75.0
4,5.7,No,6,1,40.0
3,6.3,Yes,5,2,45.0
3,9.9,Yes,7,3,73.0
6,9.3,Yes,9,5,84.0
4,9.9,No,8,4,84.0
6,8.1,Yes,4,5,71.0
3,4.1,No,7,7,23.0
4,4.1,Yes,6,1,24.0
9,6.6,No,8,5,64.0
5,5.3,No,9,8,38.0
7,8.7,Yes,5,4,74.0
2,7.8,Yes,8,0,58.0
5,9.2,Yes,8,7,78.0
9,9.2,No,6,3,88.0
3,9.5,No,4,7,76.0
9,5.1,No,8,3,48.0
6,7.1,Yes,8,7,59.0
4,6.7,Yes,4,8,46.0
7,9.4,Yes,4,4,84.0
8,6.7,Yes,5,4,61.0
6,8.5,Yes,9,1,76.0
5,6.4,No,5,8,49.0
6,4.3,Yes,4,3,30.0
5,6.5,No,7,2,47.0
8,7.5,Yes,4,1,70.0
1,8.9,Yes,5,2,69.0
7,4.2,Yes,6,3,35.0
2,4.0,Yes,6,8,20.0
9,5.6,Yes,9,5,55.0
1,4.6,No,8,9,19.0
6,8.7,Yes,6,4,74.0
9,4.4,No,5,8,42.0
1,5.8,No,6,7,34.0
4,7.8,No,7,5,59.0
4,8.5,No,4,2,67.0
9,7.3,Yes,4,6,70.0
5,7.4,Yes,5,9,61.0
5,8.8,Yes,8,5,76.0
6,5.5,Yes,4,7,44.0
1,7.9,Yes,6,5,50.0
1,8.9,No,7,9,68.0
9,8.6,Yes,8,3,87.0
3,7.8,Yes,8,9,60.0
4,6.6,No,8,6,47.0
1,8.0,Yes,4,6,55.0
9,7.7,Yes,9,7,73.0
8,8.9,No,8,1,87.0
2,8.9,Yes,5,5,66.0
8,6.4,No,6,2,56.0
7,6.5,No,9,7,59.0
6,9.5,Yes,7,3,83.0
1,5.3,No,6,3,26.0
7,5.3,Yes,5,1,41.0
7,5.3,Yes,5,5,45.0
9,6.4,Yes,9,5,63.0
1,7.5,No,6,0,50.0
2,4.3,No,4,7,15.0
9,8.6,No,5,2,79.0
9,5.4,No,8,0,49.0
6,7.1,No,7,9,63.0
6,5.7,No,7,0,42.0
4,5.3,No,5,0,32.0
4,9.7,No,8,4,84.0
5,4.0,No,6,4,26.0
3,8.1,No,7,0,62.0
1,5.9,No,8,4,33.0
1,4.9,Yes,8,6,28.0
7,4.9,No,4,4,36.0
1,9.8,Yes,5,8,73.0
1,6.3,Yes,8,3,37.0
3,7.3,Yes,6,8,53.0
4,6.7,Yes,7,7,48.0
4,6.6,No,4,0,48.0
2,7.9,Yes,6,3,54.0
1,4.0,Yes,7,6,12.0
3,7.2,Yes,5,0,46.0
4,4.3,No,6,7,24.0
3,4.6,Yes,7,1,26.0
8,4.8,Yes,4,7,42.0
1,5.5,No,7,3,28.0
2,4.4,No,8,7,20.0
7,7.3,No,4,0,61.0
4,9.9,No,6,4,80.0
8,6.2,No,9,8,62.0
3,8.2,No,5,6,59.0
6,8.9,No,4,2,74.0
9,6.4,No,4,3,59.0
1,9.6,No,4,9,68.0
1,9.0,Yes,7,6,66.0
8,5.2,No,8,5,43.0
3,6.3,Yes,9,3,44.0
5,5.0,Yes,5,2,34.0
1,9.1,No,5,1,62.0
5,9.0,No,8,9,77.0
6,5.6,No,7,8,44.0
8,7.6,No,7,2,69.0
3,5.2,Yes,8,6,35.0
3,6.6,Yes,8,0,50.0
9,5.9,No,6,7,50.0
4,7.2,Yes,7,0,54.0
4,8.1,No,4,1,59.0
7,7.1,Yes,5,0,60.0
2,4.7,Yes,7,3,25.0
8,9.5,No,8,1,94.0
6,6.8,No,4,0,53.0
3,7.9,Yes,6,0,59.0
9,5.8,No,9,1,53.0
5,4.5,Yes,6,5,29.0
8,8.3,No,4,1,73.0
7,9.9,No,4,1,87.0
8,7.8,No,8,7,72.0
7,8.7,No,9,4,82.0
3,8.0,No,8,7,60.0
2,6.0,No,5,7,38.0
7,9.6,No,9,1,89.0
3,6.1,Yes,9,6,45.0
3,8.1,No,5,8,57.0
2,4.9,Yes,6,7,27.0
4,4.9,No,4,8,31.0
8,9.1,Yes,6,7,86.0
1,6.8,No,8,3,45.0
1,5.5,No,7,9,30.0
5,4.0,Yes,8,6,28.0
5,5.6,No,7,8,43.0
1,6.9,No,4,8,43.0
6,6.5,No,4,3,52.0
1,9.2,No,9,6,68.0
5,8.5,No,4,5,73.0
9,5.8,Yes,5,2,56.0
5,9.2,No,5,9,78.0
6,6.0,Yes,7,5,49.0
8,5.6,Yes,6,7,52.0
1,8.5,Yes,9,1,62.0
2,7.9,Yes,6,2,59.0
9,6.0,Yes,7,7,60.0
3,9.2,Yes,5,3,71.0
6,8.0,Yes,8,3,68.0
5,7.9,Yes,9,1,68.0
2,8.4,No,7,9,63.0
7,8.8,Yes,6,0,77.0
4,5.8,No,7,6,43.0
1,9.9,Yes,7,3,77.0
4,4.6,Yes,4,5,28.0
6,5.6,No,5,7,47.0
7,4.0,Yes,9,6,34.0
7,7.6,No,4,6,64.0
7,9.6,Yes,5,5,88.0
3,4.5,No,7,3,21.0
6,6.5,No,5,3,53.0
8,4.1,Yes,6,8,34.0
4,9.8,Yes,9,4,83.0
8,7.1,Yes,4,8,67.0
2,9.6,Yes,9,8,75.0
9,8.7,No,7,3,88.0
9,9.3,No,6,1,87.0
8,4.4,No,5,1,32.0
1,7.6,No,5,8,50.0
2,7.0,No,6,8,50.0
6,5.1,No,5,2,38.0
5,7.4,No,4,4,57.0
9,6.9,Yes,8,4,64.0
5,8.7,Yes,5,1,71.0
2,4.5,Yes,7,1,19.0
4,5.4,Yes,5,9,38.0
9,5.4,Yes,9,0,52.0
1,5.5,Yes,7,1,27.0
1,5.9,Yes,5,6,32.0
7,5.2,Yes,5,0,45.0
3,8.3,No,7,0,61.0
2,8.1,Yes,4,8,57.0
9,8.5,Yes,8,1,83.0
3,7.0,Yes,8,3,48.0
2,7.3,No,4,2,50.0
8,6.8,Yes,5,3,61.0
6,4.2,No,8,6,29.0
6,4.8,No,4,9,37.0
7,5.0,Yes,4,1,39.0
7,5.0,No,8,1,39.0
6,6.4,Yes,7,8,54.0
4,6.1,Yes,6,5,46.0
9,8.1,Yes,7,6,78.0
6,9.7,No,5,4,83.0
4,8.5,Yes,7,4,64.0
3,4.8,Yes,9,3,26.0
4,5.9,Yes,6,7,41.0
3,9.8,No,6,6,76.0
2,6.0,No,4,9,35.0
5,4.9,No,9,1,39.0
2,6.1,No,5,1,39.0
6,6.8,Yes,4,5,54.0
3,4.8,Yes,7,0,28.0
6,4.4,No,7,6,30.0
9,7.9,Yes,8,7,81.0
1,5.0,No,4,9,24.0
6,4.0,Yes,9,7,32.0
9,9.2,Yes,4,2,87.0
4,8.1,No,4,6,66.0
2,4.0,No,4,0,13.0
4,9.7,Yes,6,2,76.0
1,9.3,No,8,5,68.0
3,7.8,Yes,5,8,57.0
9,9.9,Yes,5,4,98.0
5,8.5,Yes,5,4,69.0
6,4.4,Yes,6,8,34.0
3,8.8,No,8,8,68.0
5,6.1,Yes,9,5,47.0
8,6.5,Yes,8,4,60.0
6,9.2,Yes,6,9,83.0
4,4.5,No,9,1,25.0
2,7.1,Yes,4,7,50.0
9,8.7,No,7,7,87.0
1,5.0,No,4,6,22.0
1,4.9,No,5,7,22.0
4,8.6,No,4,2,62.0
7,7.8,No,6,2,72.0
1,9.4,No,5,1,66.0
9,7.3,No,7,0,71.0
4,7.0,Yes,9,2,53.0
3,5.1,Yes,9,2,32.0
1,9.0,No,5,6,65.0
4,8.3,No,4,9,65.0
9,5.5,No,8,8,50.0
6,7.7,Yes,8,0,66.0
6,4.2,No,9,7,29.0
1,4.1,Yes,8,0,13.0
2,9.1,Yes,5,2,66.0
6,4.4,No,8,3,32.0
2,5.0,Yes,6,7,26.0
3,9.7,No,9,0,75.0
4,6.4,No,7,1,46.0
5,7.4,No,8,4,62.0
9,7.4,Yes,6,5,69.0
4,6.1,No,6,4,43.0
9,7.6,Yes,5,2,74.0
3,6.1,No,9,9,43.0
8,9.4,No,5,6,86.0
1,5.0,No,7,0,24.0
9,7.1,No,7,1,67.0
9,7.4,No,4,8,71.0
2,7.0,Yes,7,3,48.0
4,8.4,No,9,7,64.0
8,9.2,No,9,8,88.0
7,4.7,No,5,6,39.0
1,5.9,Yes,6,0,35.0
5,8.1,No,4,4,67.0
7,7.3,No,7,5,65.0
4,4.3,No,6,7,27.0
1,5.7,No,5,9,32.0
9,9.0,Yes,8,7,89.0
5,4.3,No,4,8,30.0
2,5.9,Yes,9,8,37.0
8,9.7,Yes,6,3,91.0
2,4.8,Yes,5,5,26.0
3,5.5,Yes,5,2,32.0
1,6.5,No,4,0,34.0
2,7.7,No,4,5,51.0
7,6.4,Yes,7,0,56.0
2,4.3,Yes,7,8,26.0
6,8.0,Yes,9,5,73.0
3,9.8,No,9,0,80.0
4,8.4,Yes,4,2,69.0
8,8.0,Yes,4,0,73.0
3,7.7,Yes,6,1,55.0
6,9.2,Yes,7,5,82.0
1,5.8,Yes,5,6,32.0
7,5.3,No,7,0,41.0
8,6.0,Yes,7,9,55.0
8,5.4,No,4,4,43.0
3,4.2,No,4,5,20.0
1,7.6,No,7,3,50.0
9,9.2,No,8,5,90.0
6,8.9,No,8,4,82.0
9,8.5,Yes,9,6,85.0
7,5.5,No,7,3,49.0
1,5.3,No,8,0,24.0
1,4.8,Yes,9,1,25.0
6,8.6,No,9,5,76.0
5,4.6,Yes,7,9,33.0
9,5.3,Yes,9,1,48.0
2,4.5,Yes,4,4,21.0
8,6.0,Yes,4,3,58.0
5,5.4,Yes,4,6,40.0
2,9.1,No,5,3,67.0
6,4.7,Yes,4,6,35.0
8,7.3,Yes,4,7,68.0
4,7.9,No,7,6,66.0
2,4.0,No,8,1,16.0
5,7.1,No,8,0,57.0
2,9.7,No,4,4,73.0
2,8.8,Yes,4,6,64.0
6,9.0,No,4,0,77.0
9,4.4,Yes,9,7,46.0
4,6.9,No,7,2,50.0
6,6.1,No,7,6,50.0
7,5.9,No,7,2,51.0
6,5.5,No,8,3,43.0
8,4.6,No,5,7,40.0
4,4.6,Yes,8,1,30.0
1,8.9,Yes,7,5,63.0
7,8.9,Yes,6,9,82.0
3,4.1,No,5,8,20.0
6,8.6,Yes,4,9,73.0
2,5.3,No,9,8,32.0
9,7.0,No,8,4,67.0
1,8.9,Yes,9,2,69.0
6,8.0,Yes,5,5,67.0
6,5.3,No,6,8,44.0
5,4.4,No,5,5,29.0
5,5.0,Yes,8,3,38.0
1,7.9,No,7,4,52.0
5,4.4,Yes,4,6,25.0
2,6.8,Yes,7,9,46.0
7,5.0,No,7,2,42.0
3,4.4,No,8,8,24.0
4,8.8,No,7,0,70.0
3,9.3,No,7,7,78.0
3,7.1,Yes,8,4,51.0
4,7.5,No,8,9,61.0
5,5.4,Yes,6,8,38.0
1,5.8,Yes,7,1,34.0
4,6.1,No,5,0,42.0
8,7.3,Yes,4,9,68.0
7,9.5,No,9,6,87.0
9,5.6,No,4,9,53.0
5,5.1,Yes,8,8,39.0
4,6.4,Yes,9,4,45.0
8,9.5,Yes,8,3,89.0
9,5.6,No,6,3,53.0
7,4.9,No,7,7,39.0
7,6.7,Yes,8,0,59.0
5,9.6,No,8,0,81.0
4,5.7,No,4,7,40.0
1,9.0,Yes,7,1,64.0
7,5.7,No,6,9,53.0
1,8.4,Yes,8,5,56.0
1,7.1,Yes,8,1,44.0
5,5.3,Yes,8,4,41.0
9,9.5,No,4,2,91.0
6,5.5,Yes,8,6,46.0
3,8.9,Yes,8,8,65.0
3,9.7,Yes,4,1,76.0
7,5.7,Yes,8,6,50.0
6,5.5,No,7,7,45.0
9,5.6,Yes,7,9,55.0
6,4.6,No,4,7,33.0
5,5.1,Yes,7,6,37.0
7,7.3,No,9,3,63.0
1,4.9,No,9,3,24.0
7,4.4,No,9,9,37.0
3,6.0,No,6,8,39.0
9,4.2,Yes,8,9,41.0
6,5.8,Yes,6,8,46.0
9,8.4,No,7,4,78.0
5,8.3,No,4,6,69.0
7,7.4,No,9,6,71.0
4,4.5,Yes,4,8,28.0
7,5.3,No,6,6,45.0
1,4.3,No,7,7,20.0
7,8.4,Yes,8,6,81.0
8,9.0,Yes,7,3,85.0
5,5.7,Yes,9,1,42.0
2,6.8,Yes,7,2,46.0
5,7.4,Yes,4,6,60.0
6,9.1,Yes,5,8,82.0
2,7.7,No,9,1,55.0
6,5.5,No,8,6,44.0
6,5.9,Yes,9,3,47.0
1,6.3,No,9,6,41.0
1,7.4,Yes,8,4,48.0
3,8.3,No,9,6,62.0
3,9.0,Yes,4,5,64.0
4,5.8,Yes,7,1,40.0
2,9.5,No,4,6,70.0
9,4.3,No,7,4,39.0
7,7.2,Yes,5,8,63.0
7,4.1,Yes,9,0,32.0
6,5.2,Yes,5,0,37.0
3,9.7,Yes,6,1,75.0
6,8.4,Yes,7,7,72.0
8,6.9,Yes,4,8,63.0
8,7.3,No,4,6,64.0
9,6.9,No,9,0,69.0
1,9.0,No,4,6,63.0
1,9.3,No,6,7,65.0
3,6.3,No,8,6,44.0
3,8.7,Yes,4,4,65.0
8,8.3,Yes,9,6,81.0
1,7.2,No,5,9,45.0
2,8.0,Yes,4,1,59.0
2,8.8,No,4,8,67.0
3,4.9,No,4,1,34.0
6,5.7,Yes,9,1,46.0
1,5.8,Yes,8,4,35.0
2,4.6,No,4,7,22.0
1,9.6,No,8,5,72.0
5,5.8,No,8,8,47.0
7,6.3,No,6,5,55.0
8,5.4,Yes,5,4,47.0
1,8.0,No,4,0,55.0
7,8.1,Yes,4,7,74.0
5,6.2,No,4,2,49.0
1,9.1,No,8,1,68.0
3,9.1,Yes,7,6,72.0
7,4.3,Yes,5,1,32.0
1,7.7,Yes,9,0,51.0
7,4.3,Yes,4,1,34.0
5,4.4,Yes,7,5,33.0
1,8.0,No,7,1,56.0
1,8.3,No,7,0,54.0
1,6.2,No,5,0,33.0
9,7.9,Yes,7,3,78.0
3,9.2,Yes,9,7,77.0
5,7.6,Yes,4,5,62.0
9,5.0,No,9,3,51.0
6,9.4,Yes,4,5,78.0
9,5.0,No,6,5,46.0
8,5.2,No,8,8,50.0
8,5.3,No,7,3,47.0
1,9.9,Yes,9,5,74.0
9,4.7,No,8,9,47.0
6,6.4,No,8,0,52.0
9,5.7,No,8,6,54.0
3,9.0,Yes,8,6,69.0
3,8.3,No,8,0,64.0
6,8.3,Yes,4,7,69.0
9,5.7,Yes,5,4,58.0
7,4.9,No,7,8,37.0
3,4.6,No,7,7,26.0
3,9.9,Yes,4,2,80.0
2,8.9,No,9,0,64.0
9,8.3,Yes,4,2,78.0
3,5.3,Yes,8,1,35.0
5,5.4,Yes,5,1,36.0
9,5.5,No,7,3,55.0
8,4.1,Yes,9,1,36.0
2,6.9,Yes,6,7,46.0
3,6.9,No,4,4,51.0
2,5.7,No,6,0,30.0
8,7.0,Yes,7,5,68.0
6,8.3,Yes,4,6,69.0
6,8.7,Yes,7,0,78.0
9,5.2,No,4,2,51.0
8,5.9,Yes,9,8,55.0
4,8.8,Yes,7,6,72.0
4,8.9,No,6,3,71.0
9,7.4,No,5,5,69.0
1,6.2,Yes,9,5,38.0
2,8.1,No,9,2,61.0
2,7.2,Yes,4,1,49.0
6,7.7,Yes,6,4,67.0
4,7.4,No,7,7,56.0
3,9.0,Yes,6,2,68.0
3,7.5,Yes,9,4,60.0
3,5.9,No,4,2,34.0
6,9.4,Yes,6,6,83.0
8,4.2,No,7,5,37.0
7,4.7,Yes,8,5,42.0
4,7.9,No,9,0,62.0
4,9.8,No,5,1,80.0
2,7.1,No,5,5,46.0
1,6.8,No,9,7,47.0
9,4.6,No,8,4,46.0
2,4.1,No,4,1,13.0
8,6.0,Yes,6,4,55.0
9,4.5,Yes,6,8,42.0
4,6.7,No,8,5,51.0
8,8.7,Yes,8,4,81.0
9,8.1,No,7,9,75.0
5,7.5,No,7,5,59.0
7,7.1,Yes,5,8,62.0
4,8.4,No,4,6,65.0
1,8.1,Yes,4,9,51.0
3,9.2,No,8,2,73.0
5,8.5,No,5,9,68.0
3,4.8,Yes,5,9,28.0
7,5.0,No,7,4,39.0
9,6.2,No,6,3,55.0
6,8.9,No,4,4,76.0
1,5.0,Yes,5,7,24.0
7,8.8,Yes,7,5,81.0
3,4.1,Yes,7,3,24.0
5,4.2,Yes,7,4,29.0
4,5.0,Yes,6,6,37.0
5,8.9,No,5,7,74.0
5,9.8,Yes,8,4,84.0
6,7.4,Yes,8,1,64.0
6,9.7,No,7,5,90.0
8,5.4,No,7,8,46.0
8,8.2,Yes,6,2,79.0
9,5.0,No,7,6,48.0
8,7.0,No,9,7,65.0
2,6.7,No,5,5,46.0
1,6.7,Yes,7,2,39.0
2,7.1,No,7,0,49.0
2,6.4,No,5,2,39.0
3,5.9,Yes,4,5,40.0
7,6.7,No,9,3,60.0
2,6.4,No,9,0,43.0
1,5.0,Yes,8,5,25.0
6,5.8,Yes,7,0,45.0
9,6.7,Yes,5,7,64.0
3,4.0,No,8,2,20.0
6,9.8,Yes,6,2,87.0
3,4.4,Yes,4,0,23.0
1,4.9,No,7,2,23.0
5,8.1,No,4,6,67.0
4,8.5,No,7,9,74.0
7,7.3,No,7,7,64.0
6,7.5,No,7,7,66.0
7,4.1,Yes,4,2,29.0
5,5.7,Yes,9,4,42.0
4,5.2,Yes,6,0,37.0
7,9.0,No,9,8,82.0
7,4.4,Yes,5,7,35.0
6,5.9,No,5,9,46.0
8,4.1,No,9,1,40.0
4,5.0,Yes,6,9,34.0
5,6.9,Yes,6,0,52.0
4,7.1,No,7,3,52.0
1,7.1,No,7,8,50.0
8,9.7,Yes,5,7,91.0
1,8.9,Yes,7,2,64.0
5,7.7,No,7,9,67.0
6,9.4,No,6,5,85.0
6,6.7,No,4,8,53.0
5,4.9,No,9,9,35.0
3,6.1,Yes,8,7,41.0
5,9.4,Yes,8,9,81.0
8,5.6,No,7,4,52.0
2,6.1,No,7,8,39.0
6,8.2,Yes,9,8,72.0
9,5.8,No,8,2,55.0
8,5.6,No,6,7,49.0
8,6.3,No,8,3,60.0
8,7.5,No,8,9,69.0
7,7.1,No,8,6,63.0
8,9.7,No,7,9,94.0
6,9.5,Yes,7,7,86.0
2,9.7,No,9,6,75.0
2,8.5,Yes,8,4,66.0
8,9.8,Yes,7,0,97.0
1,9.1,Yes,9,7,71.0
6,7.5,No,8,4,59.0
6,6.7,No,6,2,54.0
4,5.3,No,7,1,34.0
3,9.7,Yes,4,2,77.0
3,7.5,Yes,9,8,60.0
1,4.5,No,7,1,16.0
3,4.8,No,6,9,30.0
4,6.0,Yes,6,0,42.0
5,5.1,Yes,7,1,36.0
3,9.7,Yes,5,1,77.0
6,6.9,No,9,4,58.0
5,7.0,Yes,8,0,58.0
3,7.9,Yes,8,9,60.0
6,9.5,Yes,6,7,87.0
6,4.3,No,7,1,30.0
8,7.0,No,5,5,59.0
2,6.6,No,9,4,42.0
1,9.7,Yes,4,1,70.0
4,9.6,Yes,8,9,82.0
7,6.4,Yes,9,0,56.0
3,4.4,Yes,9,5,24.0
3,4.5,No,5,5,27.0
5,4.4,Yes,9,2,33.0
5,9.0,Yes,8,7,75.0
3,6.6,No,7,8,45.0
9,4.7,Yes,8,2,45.0
4,4.8,Yes,4,8,30.0
3,5.4,Yes,7,7,29.0
2,7.5,No,6,4,50.0
9,9.6,Yes,5,5,95.0
4,8.0,No,8,0,63.0
3,4.6,Yes,7,4,24.0
7,7.1,No,9,9,63.0
8,4.7,No,7,9,41.0
2,8.6,No,8,6,69.0
7,9.0,Yes,6,0,81.0
5,5.4,Yes,8,9,40.0
5,7.6,No,6,8,66.0
3,5.8,No,9,6,40.0
5,7.8,Yes,8,3,63.0
2,4.5,No,7,3,21.0
4,9.8,Yes,4,9,81.0
6,5.8,Yes,4,6,47.0
1,9.6,No,9,5,69.0
4,6.7,No,7,2,47.0
6,5.6,Yes,4,8,44.0
9,8.1,Yes,9,5,78.0
2,5.8,Yes,6,1,36.0
7,7.0,No,7,9,60.0
6,5.0,Yes,6,1,43.0
2,5.4,No,7,0,30.0
8,4.9,No,6,4,43.0
7,8.2,Yes,6,9,75.0
5,6.2,No,4,5,46.0
5,4.2,No,7,2,29.0
7,4.2,No,8,3,33.0
9,5.7,No,4,4,51.0
9,6.4,Yes,6,3,58.0
9,8.2,Yes,6,8,81.0
6,5.9,No,8,2,49.0
6,9.7,No,8,4,84.0
3,6.8,No,6,6,47.0
1,6.1,No,8,6,38.0
7,8.9,No,5,5,78.0
4,9.6,Yes,4,8,77.0
1,5.4,Yes,7,6,29.0
8,7.8,Yes,8,3,76.0
6,4.9,Yes,8,9,41.0
6,6.0,No,5,8,51.0
2,9.4,No,7,5,70.0
1,9.1,Yes,5,0,63.0
2,6.8,Yes,7,8,46.0
4,7.1,Yes,4,6,53.0
2,4.9,No,8,5,25.0
1,5.2,No,4,5,26.0
7,8.6,No,7,3,74.0
8,6.2,Yes,8,3,57.0
6,8.9,Yes,5,2,80.0
4,6.2,No,6,7,45.0
6,7.0,No,5,7,56.0
3,4.3,No,6,1,19.0
8,9.1,Yes,5,4,86.0
2,8.8,No,7,8,70.0
5,9.9,No,4,8,85.0
1,4.2,Yes,6,6,16.0
6,6.0,No,7,3,47.0
2,9.2,No,4,3,65.0
4,4.1,No,4,9,23.0
6,4.3,No,8,6,29.0
8,4.0,Yes,8,2,36.0
8,5.4,No,8,2,49.0
6,9.6,Yes,6,4,85.0
4,7.2,No,6,5,56.0
8,4.5,Yes,4,7,39.0
8,4.6,No,6,0,40.0
1,5.8,No,4,6,33.0
4,8.3,Yes,7,7,67.0
4,4.0,No,5,4,19.0
7,7.8,No,4,9,74.0
7,5.8,Yes,4,1,47.0
8,8.4,No,7,3,77.0
5,6.5,No,8,5,52.0
7,8.3,No,9,8,76.0
8,5.1,No,8,1,42.0
9,6.1,No,8,3,56.0
3,5.2,Yes,4,9,30.0
3,6.7,Yes,4,4,47.0
4,5.3,No,6,7,34.0
5,6.1,No,6,7,48.0
1,6.9,Yes,5,1,42.0
7,8.3,Yes,5,5,74.0
9,5.9,Yes,9,5,58.0
8,8.3,Yes,6,4,75.0
5,6.6,Yes,4,7,54.0
4,7.7,Yes,7,9,62.0
7,9.8,No,6,1,88.0
5,8.1,No,4,1,64.0
7,9.1,No,6,6,81.0
1,9.5,No,8,8,69.0
1,8.0,No,6,2,51.0
3,7.3,Yes,9,6,52.0
2,7.8,Yes,8,2,58.0
2,8.0,Yes,4,5,55.0
7,9.6,Yes,8,2,86.0
2,8.3,Yes,6,0,62.0
4,7.6,Yes,8,5,60.0
2,4.0,No,9,2,15.0
6,9.3,No,7,0,82.0
8,5.4,Yes,8,4,52.0
4,7.1,No,9,7,57.0
5,4.7,Yes,8,7,34.0
4,7.2,No,5,7,55.0
3,5.7,Yes,7,2,39.0
5,8.4,Yes,4,7,73.0
9,6.8,No,9,3,64.0
8,7.1,Yes,8,7,67.0
8,7.2,No,7,2,67.0
8,4.4,No,4,2,36.0
8,5.7,Yes,7,0,52.0
7,8.7,Yes,9,7,85.0
8,9.7,Yes,5,7,91.0
8,4.9,No,9,8,42.0
8,7.5,No,9,5,74.0
7,7.2,Yes,4,1,65.0
1,6.2,Yes,4,0,36.0
4,7.9,Yes,8,7,63.0
4,4.4,Yes,6,9,29.0
5,7.3,Yes,9,3,60.0
6,6.3,Yes,4,6,50.0
4,5.6,Yes,9,9,40.0
2,7.0,No,9,3,48.0
6,4.6,No,4,0,33.0
8,5.6,Yes,5,7,51.0
8,6.7,Yes,5,9,64.0
7,7.7,No,9,8,70.0
6,6.1,Yes,5,9,49.0
2,5.4,No,9,8,33.0
7,7.6,No,8,8,69.0
5,5.4,Yes,4,3,41.0
6,8.9,No,9,8,79.0
8,8.9,No,5,3,81.0
8,6.4,Yes,5,1,57.0
3,9.2,Yes,7,9,73.0
7,6.0,No,7,2,49.0
1,9.4,Yes,5,1,64.0
1,7.7,No,8,0,49.0
7,4.1,No,6,5,31.0
9,6.6,No,9,3,61.0
7,8.8,No,7,6,81.0
5,7.1,No,9,6,59.0
8,6.0,No,7,9,54.0
2,4.3,Yes,4,0,18.0
9,8.3,Yes,4,8,80.0
6,5.8,Yes,5,7,43.0
9,4.1,Yes,4,9,39.0
2,6.5,No,4,0,39.0
3,7.3,No,6,7,51.0
8,5.3,No,8,4,49.0
1,5.4,No,5,0,27.0
7,5.9,No,6,3,51.0
7,7.3,Yes,5,6,64.0
1,7.5,Yes,8,4,51.0
9,5.8,Yes,5,2,56.0
8,4.8,No,9,3,46.0
4,4.6,No,9,1,28.0
5,6.9,Yes,9,7,57.0
2,5.2,No,4,1,28.0
9,6.6,No,8,5,65.0
6,8.3,Yes,6,6,71.0
3,7.4,No,6,6,54.0
7,5.2,Yes,7,0,44.0
9,5.4,Yes,6,7,52.0
3,8.5,Yes,9,8,71.0
2,9.5,Yes,9,6,74.0
7,4.8,No,7,7,38.0
7,8.4,No,4,3,75.0
4,6.2,No,6,7,43.0
9,9.3,Yes,8,2,90.0
8,7.5,No,7,0,69.0
1,9.2,Yes,6,7,67.0
